AccentCity,Population,Latitude,Longitude
Lahuachaca,3235,-17.3666667,-67.6666667
La Paz,812819,-16.5,-68.15
Limoncito,3622,-18.0166667,-63.4
Llallagua,28070,-18.4166667,-66.6333333
Los Negros,3046,-17.7333333,-63.4333333
Machacamarca,2045,-18.1666667,-67.0333333
Mairana,4298,-18.1166667,-63.9333333
Mapiri,2598,-15.25,-68.1666667
Mineros,14386,-17.1166667,-63.2333333
Mizque,2911,-17.9333333,-65.3166667
Monteagudo,8290,-19.8166667,-63.9833333
Montero,88623,-17.3333333,-63.25
Oruro,208687,-17.9833333,-67.15
Padilla,2920,-19.3,-64.3
Pailon,9304,-17.65,-62.75
Patacamaya,12261,-17.2333333,-67.9166667
Poopo,1720,-18.3666667,-66.9666667
Portachuelo,11486,-17.35,-63.4
Potosi,141254,-19.5836111,-65.7530556
Puerto Pailas,2675,-17.65,-62.8
Puerto Quijarro,10393,-17.7833333,-57.7666667
Puerto Suarez,12254,-18.95,-57.8
Punata,15195,-17.55,-65.8333333
Quime,2405,-16.9833333,-67.2166667
Reyes,7376,-14.3166667,-67.3833333
Riberalta,74018,-10.9833333,-66.1
Robore,9883,-18.3333333,-59.75
Rurrenabaque,11750,-14.4666667,-67.5666667
Samaipata,3250,-18.15,-63.8666667
San Borja,19641,-14.8166667,-66.85
San Carlos,4180,-17.4,-63.75
San Ignacio,23570,-16.3666667,-60.95
San Javier,7025,-16.3333333,-62.6333333
San Joaquin,3557,-18.45,-59.55
San Jose,9749,-17.85,-60.75
San Julian,7706,-17.7833333,-62.8666667
San Lorenzo,2921,-21.4333333,-64.7833333
San Matias,6352,-16.3666667,-58.4
San Miguel,4906,-16.7,-61.0166667
San Pedro,2990,-18.2833333,-59.8166667
San Rafael,2384,-16.75,-60.5666667
San Ramon,4390,-13.2833333,-64.7166667
San Ramon,6422,-14.4833333,-63.15
Santa Barbara,2434,-20.9166667,-66.05
Santa Rita,2444,-17.9666667,-63.35
Santa Rosa,4459,-14.1666667,-66.8833333
Santa Rosa,4575,-16.7833333,-61.8
Sipe Sipe,3777,-17.45,-66.3833333
Sorata,2190,-15.7666667,-68.6333333
Sucre,224846,-19.0430556,-65.2591667
Tarabuco,2428,-19.1666667,-64.9166667
Tarata,8045,-17.6166667,-66.0166667
Tarija,159275,-21.5166667,-64.75
Tipuani,2585,-15.55,-68.0
Totoral,1645,-18.5166667,-66.8666667
Trinidad,84264,-14.8333333,-64.9
Tupiza,22234,-21.45,-65.7166667
Uncia,5142,-18.45,-66.6166667
Urubicha,3269,-15.3833333,-62.95
Uyuni,10294,-20.4666667,-66.8333333
Villamontes,18762,-21.25,-63.5
Villazon,30254,-22.1,-65.6
Viloco,1900,-16.95,-67.55
Warnes,22038,-17.5,-63.1666667
Yacuiba,82808,-22.0333333,-63.6833333
Abadiania,7062,-16.1,-48.8
Abaete,20371,-19.15,-45.45
Abaetetuba,78052,-1.7,-48.9
Abreu e Lima,81960,-7.9,-34.883333
Acajutiba,14349,-11.666667,-38.016667
Acara,12803,-1.95,-48.183333
Acarau,28389,-2.883333,-40.116667
Acari,9159,-6.516667,-36.633333
Acopiara,24562,-6.1,-39.45
Acu,36126,-5.577222,-36.9075
Acucena,14506,-19.066667,-42.533333
Adamantina,31079,-21.683333,-51.066667
Afogados da Ingazeira,25060,-7.75,-37.65
Afonso Bezerra,6947,-5.498056,-36.509167
Afonso Claudio,13543,-20.083333,-41.133333
Afua,7031,-.166667,-50.383333
Agrestina,14453,-8.45,-35.95
Agua Branca,5161,-9.283333,-37.916667
Agua Branca,13912,-5.883333,-42.633333
Aguai,27503,-22.066667,-46.966667
Agua Preta,16444,-8.7,-35.516667
Aguas Belas,22563,-9.116667,-37.116667
Aguas de Lindoia,18806,-22.483333,-46.65
Aguas Formosas,11512,-17.083333,-40.95
Aguas Vermelhas,16410,-15.75,-41.466667
Agudos,30808,-22.466667,-49
Aguia Branca,2554,-18.983333,-40.733333
Aimores,19133,-19.5,-41.066667
Alagoa Grande,16406,-7.05,-35.633333
Alagoa Nova,9182,-7.066667,-35.766667
Alagoinha,7474,-6.933333,-35.55
Alagoinhas,122692,-12.116667,-38.433333
Alcantara,5655,-2.4,-44.4
Alegre,19758,-20.766667,-41.533333
Alegrete,77540,-29.766667,-55.766667
Alem Paraiba,33907,-21.866667,-42.683333
Alenquer,26291,-1.933333,-54.766667
Alexandria,9769,-6.416667,-38.016667
Alfenas,71407,-21.433333,-45.95
Alfredo Chaves,6422,-20.633333,-40.75
Alhandra,10788,-7.433333,-34.9
Alianca,17329,-7.583333,-35.216667
Almeirim,20464,-1.533333,-52.566667
Almenara,29333,-16.183333,-40.7
Almirante Tamandare,89500,-25.3,-49.316667
Alpinopolis,13286,-20.866667,-46.383333
Alta Floresta,40468,-9.9,-55.9
Altamira,70890,-3.2,-52.2
Alterosa,9277,-21.25,-46.133333
Altinho,11913,-8.483333,-36.066667
Altinopolis,14616,-21.025278,-47.374444
Alto Araguaia,8780,-17.316667,-53.2
Alto Longa,4435,-5.25,-42.2
Altonia,11242,-23.933333,-53.9
Alto Paraguai,6149,-14.5,-56.516667
Alto Parana,10888,-23.083333,-52.366667
Alto Piquiri,10039,-24.016667,-53.466667
Altos,28769,-5.05,-42.466667
Alvaraes,5527,-3.2,-64.833333
Alvares Machado,21642,-22.133333,-51.5
Alvinopolis,12068,-20.1,-43.05
Alvorada,10232,-12.47,-49.082222
Amambai,20261,-23.083333,-55.216667
Amapa,6256,2.05,-50.8
Amaraji,16660,-8.4,-35.45
Amarante,8828,-6.233333,-42.833333
Amarante do Maranhao,11510,-5.6,-46.75
Amargosa,22531,-13.033333,-39.6
America Dourada,14018,-11.466667,-41.433333
Americana,196026,-22.740278,-47.334444
Americo Brasiliense,34332,-21.716667,-48.116667
Amontada,13520,-3.383333,-39.833333
Amparo,41498,-22.7,-46.783333
Ampere,14275,-25.916667,-53.466667
Anadia,9574,-9.7,-36.3
Anage,3762,-14.6,-41.133333
Anajatuba,5627,-3.266667,-44.616667
Ananas,8874,-6.360278,-47.91
Ananindeua,433956,-1.366667,-48.383333
Anapolis,319592,-16.333333,-48.966667
Anastacio,18817,-20.516667,-55.8
Andira,20758,-23.0488,-50.2276
Andradas,26773,-22.066667,-46.566667
Andradina,52407,-20.9,-51.383333
Andrelandia,10079,-21.733333,-44.3
Angatuba,14476,-23.483333,-48.416667
Angicos,7729,-5.666389,-36.600833
Angra dos Reis,153637,-23,-44.3
Anicuns,15685,-16.466667,-49.966667
Anori,8064,-3.783333,-61.633333
Antonina,16152,-25.4314,-48.7184
Aparecida,34237,-22.8418,-45.2287
Aparecida do Taboado,17332,-20.083333,-51.083333
Apiai,18260,-24.511926,-48.844671
Apodi,16757,-5.65,-37.8
Apucarana,107086,-23.55,-51.483333
Aquidaba,10596,-10.283333,-37.033333
Aquidauana,35304,-20.466667,-55.8
Aquiraz,65117,-3.9,-38.366667
Aracaju,490184,-10.916667,-37.066667
Aracati,44294,-4.566667,-37.766667
Aracatuba,170028,-21.2,-50.416667
Araci,15089,-11.333333,-38.95
Aracoiaba,13425,-4.383333,-38.816667
Aracoiaba,13095,-7.8,-35.05
Aracoiaba da Serra,15395,-23.5049,-47.6185
Aracruz,58272,-19.816667,-40.266667
Aracuai,22005,-16.866667,-42.066667
Aragarcas,16781,-15.916667,-52.25
Araguacu,7603,-12.894167,-49.773056
Araguaina,114959,-7.16,-48.0575
Araguari,96567,-18.633333,-48.183333
Araguatins,17106,-5.600278,-47.933056
Araioses,8667,-2.89,-41.903611
Arapiraca,166566,-9.75,-36.65
Arapongas,97513,-23.383333,-51.45
Araquari,35691,-26.3692,-48.7221
Arara,7641,-6.833333,-35.75
Ararangua,43445,-28.933333,-49.483333
Araraquara,185191,-21.783333,-48.166667
Araras,107465,-22.366667,-47.383333
Arari,16777,-3.466667,-44.783333
Araripe,11860,-7.2,-40.133333
Araripina,38570,-7.55,-40.566667
Araruama,109638,-22.883333,-42.333333
Araruna,7667,-6.533333,-35.733333
Araua,4747,-11.266667,-37.616667
Araucaria,111303,-25.583333,-49.416667
Araxa,82597,-19.583333,-46.916667
Arcos,33356,-20.283333,-45.533333
Arcoverde,57164,-8.416667,-36.916667
Areado,10689,-21.35,-46.15
Areal,11041,-22.228889,-43.106944
Areia,13825,-6.966667,-35.7
Areia Branca,18372,-4.953889,-37.132222
Areia Branca,7414,-10.766667,-37.316667
Arenapolis,9060,-14.433333,-56.816667
Ares,7231,-6.183333,-35.15
Arinos,10078,-15.916667,-46.066667
Aripuana,27043,-9.166667,-60.633333
Ariquemes,58102,-9.933333,-63.066667
Armacao dos Buzios,23463,-22.75,-41.883333
Aroeiras,7019,-7.516667,-35.683333
Arraial do Cabo,26164,-22.966667,-42.016667
Arraias,6881,-12.977222,-46.891667
Arroio do Meio,16331,-29.4,-51.95
Arroio dos Ratos,13405,-30.083333,-51.716667
Arroio Grande,16117,-32.233333,-53.083333
Artur Nogueira,40404,-22.583333,-47.15
Aruja,72078,-23.4,-46.333333
Assai,12545,-23.366667,-50.816667
Assare,11369,-6.866667,-39.866667
Assis,87473,-22.666667,-50.416667
Astolfo Dutra,10999,-21.316667,-42.866667
Astorga,20129,-23.216667,-51.666667
Atalaia,18908,-9.516667,-36.033333
Atibaia,110970,-23.124167,-46.562222
Augusto Correa,16280,-1.033333,-46.666667
Auriflama,11971,-20.683333,-50.566667
Aurora,10757,-6.95,-38.966667
Autazes,9614,-3.583333,-59.133333
Avare,81287,-23.083333,-48.916667
Axixa do Tocantins,9007,-5.551111,-47.595556
Bacabal,72374,-4.233333,-44.783333
Bady Bassitt,14216,-20.933333,-49.466667
Baependi,12853,-21.95,-44.883333
Bage,98943,-31.333333,-54.1
Baiao,12316,-2.683333,-49.683333
Baixa Grande,7534,-11.95,-40.183333
Baixo Guandu,19292,-19.516667,-41.016667
Balsas,68058,-7.516667,-46.033333
Bambui,18840,-20.016667,-45.966667
Bananeiras,7371,-6.75,-35.616667
Bandeirantes,29495,-23.1,-50.35
Barao de Cocais,22387,-19.933333,-43.466667
Barao de Melgaco,4353,-16.216667,-55.966667
Barauna,14113,-5.083333,-37.616667
Barbacena,122213,-21.233333,-43.766667
Barbalha,33944,-7.316667,-39.283333
Barbosa Ferraz,9048,-24.066667,-52.05
Barcarena,29872,-1.5,-48.666667
Barcelos,7356,-1,-62.966667
Bariri,28802,-22.066667,-48.733333
Barra,20895,-11.083333,-43.166667
Barra Bonita,37247,-22.483333,-48.533333
Barra da Estiva,12618,-13.633333,-41.316667
Barra de Sao Francisco,20743,-18.75,-40.866667
Barra do Bugres,31313,-15.083333,-57.183333
Barra do Corda,48902,-5.5,-45.25
Barra do Garcas,52402,-15.883333,-52.25
Barra do Pirai,87669,-22.466111,-43.827778
Barra dos Coqueiros,28590,-10.9,-37.05
Barra Mansa,164054,-22.533333,-44.183333
Barras,21597,-4.25,-42.3
Barra Velha,17665,-26.6406,-48.6851
Barreiras,158296,-12.133333,-45
Barreirinha,11257,-2.793611,-57.068889
Barreirinhas,17437,-2.75,-42.833333
Barreiros,35565,-8.816667,-35.2
Barretos,101222,-20.55,-48.55
Barrinha,26981,-21.2,-48.15
Barro,11519,-6.716667,-38.866667
Barroquinha,12410,-2.983333,-41.083333
Barroso,16975,-21.183333,-43.966667
Barueri,251999,-23.516667,-46.883333
Bastos,17681,-21.933333,-50.716667
Bataipora,7346,-22.333333,-53.283333
Batalha,11820,-9.683333,-37.133333
Batalha,8744,-4.016667,-42.083333
Batatais,51977,-20.883333,-47.616667
Baturite,22417,-4.333333,-38.883333
Bauru,335031,-22.316667,-49.066667
Bayeux,91058,-7.133333,-34.933333
Bebedouro,71863,-20.933333,-48.466667
Beberibe,37028,-4.183333,-38.133333
Bela Cruz,12715,-3.05,-40.183333
Bela Vista,18127,-22.1,-56.516667
Bela Vista de Goias,14289,-16.966667,-48.95
Bela Vista do Paraiso,14332,-23,-51.2
Belem,1407737,-1.45,-48.483333
Belem,15550,-6.716667,-35.5
Belem de Sao Francisco,11124,-8.766667,-38.966667
Belford Roxo,466101,-22.761995,-43.404654
Belmonte,9806,-15.85,-38.9
Belo Horizonte,2373255,-19.916667,-43.933333
Belo Jardim,49923,-8.333333,-36.433333
Belo Oriente,18471,-19.233333,-42.466667
Beneditinos,5005,-5.45,-42.366667
Benevides,49813,-1.366667,-48.25
Benjamin Constant,13998,-4.374444,-70.029722
Bento Goncalves,90854,-29.166667,-51.516667
Bequimao,5695,-2.433333,-44.783333
Bernardino de Campos,9342,-23.033333,-49.483333
Betim,384038,-19.966667,-44.216667
Bezerros,51437,-8.233333,-35.75
Bicas,12684,-21.716667,-43.066667
Biguacu,51993,-27.5,-48.666667
Birigui,102279,-21.3,-50.316667
Biritiba-Mirim,26459,-23.583333,-46.033333
Blumenau,293955,-26.9222,-49.0615
Boa Esperanca,9254,-18.55,-40.283333
Boa Esperanca,33840,-21.083333,-45.566667
Boa Esperanca do Sul,10787,-21.983333,-48.383333
Boa Viagem,24671,-5.116667,-39.733333
Boa Vista,235159,2.816667,-60.666667
Boca da Mata,17834,-9.6,-36.25
Boca do Acre,14427,-8.75,-67.383333
Bocaiuva,32115,-17.116667,-43.816667
Bodoco,11329,-7.783333,-39.916667
Boituva,48756,-23.283333,-47.683333
Bom Conselho,27801,-9.166667,-36.683333
Bom Despacho,40304,-19.716667,-45.25
Bom Jardim,12343,-7.016667,-46.483333
Bom Jardim,11716,-22.15,-42.416667
Bom Jardim,13523,-7.783333,-35.583333
Bom Jesus,12666,-9.066667,-44.366667
Bom Jesus da Lapa,40693,-13.25,-43.416667
Bom Jesus do Galho,12476,-19.833333,-42.316667
Bom Jesus do Itabapoana,30822,-21.133333,-41.683333
Bom Jesus dos Perdoes,12422,-23.133333,-46.466667
Bom Sucesso,13786,-21.033333,-44.766667
Bonfim,5769,3.083333,-59.95
Bonito,14504,-21.133333,-56.466667
Bonito,8867,-8.483333,-35.733333
Boqueirao,11566,-7.483333,-36.116667
Boquim,14848,-11.15,-37.616667
Boquira,6306,-12.816667,-42.766667
Borba,11918,-4.388889,-59.593611
Borborema,11759,-21.616667,-49.066667
Borda da Mata,12814,-22.266667,-46.166667
Botelhos,11073,-21.65,-46.4
Botucatu,113865,-22.866667,-48.433333
Braco do Norte,22375,-28.283333,-49.183333
Braganca,57164,-1.05,-46.766667
Braganca Paulista,125099,-22.95,-46.566667
Brasileia,11200,-11,-68.733333
Brasilia,2207812,-15.783333,-47.916667
Brasilia de Minas,14730,-16.211944,-44.430833
Brejinho,7625,-6.183333,-35.35
Brejo,11636,-3.683333,-42.783333
Brejo da Madre de Deus,27370,-8.15,-36.366667
Brejo Santo,27384,-7.483333,-39
Breves,46474,-1.666667,-50.483333
Brodowski,18366,-20.983333,-47.666667
Brotas,18690,-22.283333,-48.116667
Brumadinho,27564,-20.133333,-44.216667
Brumado,41990,-14.216667,-41.666667
Brusque,88286,-27.1,-48.933333
Bueno Brandao,5777,-22.45,-46.35
Buerarema,16002,-14.95,-39.316667
Buique,20324,-8.616667,-37.15
Bujaru,6189,-1.516667,-48.016667
Buri,15959,-23.8,-48.583333
Buritama,12712,-21.05,-50.133333
Buriti Alegre,9427,-18.15,-49.05
Buriti Bravo,17693,-5.833333,-43.833333
Buriti,7025,-3.916667,-42.95
Buriti dos Lopes,9475,-3.166667,-41.866667
Buritis,16243,-15.616667,-46.433333
Buritizeiro,25104,-17.35,-44.966667
Butia,19494,-30.116667,-51.966667
Caapora,13770,-7.516667,-34.9
Caarapo,13863,-22.633333,-54.8
Cabedelo,54841,-6.966667,-34.833333
Cabo Frio,108241,-22.883333,-42.016667
Cabreuva,38743,-23.3,-47.133333
Cabrobo,16096,-8.516667,-39.316667
Cacador,63727,-26.783333,-51
Cacapava,72341,-23.1,-45.716667
Cacapava do Sul,17522,-30.5,-53.5
Cacequi,12868,-29.883333,-54.816667
Caceres,73431,-16.066667,-57.683333
Cachoeira,16145,-12.6,-38.966667
Cachoeira do Sul,74696,-30.033333,-52.9
Cachoeiras de Macacu,46178,-22.466667,-42.65
Cachoeirinha,121086,-29.95,-51.083333
Cachoeirinha,12905,-8.483333,-36.233333
Cachoeiro de Itapemirim,187023,-20.85,-41.1
Cacimba de Dentro,7447,-6.65,-35.783333
Cacimbinhas,4618,-9.4,-37
Cacoal,55566,-11.5,-61.416667
Caconde,12434,-21.55,-46.633333
Cacu,10098,-18.616667,-51.066667
Cacule,12143,-14.5,-42.216667
Caete,33232,-19.9,-43.666667
Caetes,5386,-8.766667,-36.633333
Caetite,27188,-14.066667,-42.483333
Cafarnaum,12940,-11.7,-41.466667
Cafelandia,13777,-21.816667,-49.583333
Caiaponia,10947,-16.95,-51.816667
Caico,54935,-6.45,-37.1
Caieiras,87199,-23.36193,-46.740681
Cajamar,56684,-23.35,-46.883333
Cajati,27566,-24.728502,-48.110541
Cajazeiras,43914,-6.9,-38.566667
Cajueiro,15063,-9.716667,-36.45
Cajuru,19540,-21.283333,-47.3
Caldas Novas,63681,-17.75,-48.633333
Camacari,188763,-12.483333,-38.216667
Camamu,13924,-13.95,-39.116667
Camanducaia,17823,-22.766667,-46.15
Camapua,11119,-19.5,-54.083333
Camaqua,53170,-30.85,-51.816667
Camaragibe,148966,-8.016667,-34.966667
Cambara,21380,-23.0411,-50.0741
Cambe,91081,-23.233333,-51.25
Camboriu,49101,-26.983333,-48.633333
Cambuci,9395,-21.566667,-41.916667
Cambui,21247,-22.616667,-46.066667
Cambuquira,10116,-21.85,-45.3
Cameta,45202,-2.25,-49.5
Camocim,44482,-2.89,-40.846111
Camocim de Sao Felix,10270,-8.35,-35.766667
Campanha,12507,-21.833333,-45.4
Campestre,11802,-21.716667,-46.25
Campina Grande,348943,-7.216667,-35.883333
Campina Grande do Sul,31112,-25.3,-49.083333
Campinas,1031573,-22.9,-47.083333
Campina Verde,13137,-19.516667,-49.466667
Campo Alegre,16786,-9.8,-36.35
Campo Bom,54762,-29.683333,-51.05
Campo do Brito,8011,-10.75,-37.5
Campo Formoso,23921,-10.516667,-40.333333
Campo Grande,3054,-10.233333,-36.5
Campo Grande,729164,-20.45,-54.616667
Campo Largo,94669,-25.433333,-49.533333
Campo Maior,31740,-4.816667,-42.166667
Campos Altos,12648,-19.683333,-46.166667
Campos Belos,15583,-13.05,-46.883333
Campos,387422,-21.75,-41.3
Campos do Jordao,53320,-22.7264,-45.5792
Campos Gerais,22260,-21.233333,-45.766667
Campos Novos,22563,-27.4,-51.2
Campos Sales,17648,-7.066667,-40.383333
Campo Verde,22842,-20.416667,-54.066667
Cananeia,13786,-25.016667,-47.95
Canapi,4219,-9.133333,-37.5
Canarana,10785,-11.683333,-41.766667
Canavieiras,26376,-15.65,-38.95
Candeias,75673,-12.666667,-38.55
Candelaria,15200,-29.666667,-52.8
Candido de Abreu,5102,-24.583333,-51.333333
Candido Mendes,8613,-1.45,-45.716667
Candido Mota,28145,-22.716667,-50.383333
Canela,33529,-29.366667,-50.833333
Canguaretama,18873,-6.383333,-35.133333
Cangucu,20134,-31.4,-52.683333
Canhotinho,12074,-8.883333,-36.2
Caninde,42721,-4.366667,-39.316667
Caninde de Sao Francisco,11053,-9.65,-37.8
Canoas,328297,-29.933333,-51.183333
Canoinhas,38863,-26.166667,-50.4
Cansancao,9905,-10.683333,-39.516667
Cantagalo,14019,-21.966667,-42.366667
Cantanhede,8344,-3.65,-44.4
Canto do Buriti,11715,-8.116667,-42.966667
Canutama,6320,-6.533333,-64.333333
Capanema,47768,-1.2,-47.183333
Capao Bonito,37207,-24.016667,-48.333333
Capao da Canoa,35896,-29.766667,-50.016667
Capela,12520,-9.416667,-36.066667
Capela,16024,-10.5,-37.066667
Capela do Alto,11991,-23.466667,-47.75
Capelinha,20074,-17.7,-42.516667
Capim Grosso,17322,-11.366667,-40.016667
Capinopolis,12486,-18.683333,-49.583333
Capinzal,23799,-27.333333,-51.6
Capitao Poco,32704,-1.75,-47.083333
Capivari,35519,-23.000722,-47.502026
Capoeiras,4861,-8.75,-36.633333
Caraguatatuba,90844,-23.616667,-45.416667
Carai,6750,-17.2,-41.7
Carambei,13466,-24.933333,-50.083333
Carandai,16657,-20.933333,-43.916667
Carangola,25322,-20.733333,-42.033333
Carapicuiba,361120,-23.516667,-46.833333
Caratinga,60067,-19.783333,-42.133333
Carauari,18059,-4.879167,-66.898056
Caraubas,12462,-5.53,-37.303056
Caravelas,11322,-17.75,-39.25
Carazinho,59418,-28.3,-52.8
Cardoso,10556,-20.066667,-49.9
Careiro,6659,-3.2,-59.75
Careiro da Varzea,1092,-3.2,-59.75
Cariacica,330681,-20.266667,-40.416667
Carinhanha,11408,-14.3,-43.783333
Carira,10276,-10.35,-37.7
Carire,5488,-3.95,-40.45
Caririacu,12971,-7.033333,-39.283333
Carlos Barbosa,19106,-29.3,-51.5
Carlos Chagas,13206,-17.716667,-40.75
Carmo,11555,-21.933333,-42.616667
Carmo do Cajuru,16333,-20.183333,-44.766667
Carmo do Paranaiba,26537,-18.983333,-46.35
Carmo do Rio Claro,14446,-20.966667,-46.116667
Carmo do Rio Verde,6053,-15.35,-49.7
Carnaiba,6019,-8.7,-37.666667
Carolina,16229,-7.333333,-47.466667
Carpina,70690,-7.85,-35.25
Caruaru,235375,-8.283333,-35.966667
Carutapera,12819,-1.216667,-46.016667
Casa Branca,22498,-21.766667,-47.083333
Casa Nova,33319,-9.416667,-41.133333
Cascavel,52357,-4.116667,-38.233333
Cascavel,257174,-24.95,-53.466667
Casimiro de Abreu,19087,-22.483333,-42.2
Cassia,14391,-20.6,-46.933333
Cassilandia,18498,-19.15,-51.75
Castanhal,137410,-1.3,-47.916667
Castelo,20198,-20.6,-41.2
Castelo do Piaui,8589,-5.333333,-41.55
Castilho,11419,-20.866667,-51.483333
Castro Alves,13869,-12.75,-39.433333
Castro,42092,-24.783333,-50
Cataguases,62619,-21.4,-42.683333
Catalao,63545,-18.166667,-47.95
Catanduva,109615,-21.133333,-48.966667
Catende,23323,-8.666667,-35.716667
Catole do Rocha,19812,-6.35,-37.75
Catu,39933,-12.35,-38.383333
Caucaia,275023,-3.7,-38.65
Cavalcante,3747,-13.8,-47.5
Caxambu,22701,-21.983333,-44.933333
Caxias,117393,-4.833333,-43.35
Caxias do Sul,381277,-29.1689,-51.1785
Ceara-Mirim,32668,-5.633333,-35.433333
Cedro,14644,-6.6,-39.05
Centenario do Sul,8358,-22.8,-51.616667
Centralina,9497,-18.566667,-49.216667
Ceres,18760,-15.283333,-49.583333
Cerqueira Cesar,14261,-23.05,-49.166667
Cerquilho,35367,-23.201218,-47.757822
Cerro Largo,9548,-28.15,-54.75
Cha Grande,17117,-8.233333,-35.45
Chapada dos Guimaraes,13657,-15.433333,-55.75
Chapadinha,40805,-3.733333,-43.35
Chapeco,160160,-27.083333,-52.983333
Charqueada,12391,-22.5,-47.766667
Charqueadas,32076,-29.966667,-51.633333
Chavantes,10306,-23.033333,-49.716667
Chopinzinho,14142,-25.85,-52.5
Chorozinho,9755,-4.3,-38.483333
Cianorte,55995,-23.616667,-52.616667
Cicero Dantas,18317,-10.6,-38.383333
Cidreira,8965,-30.183333,-50.2
Claudio,21825,-20.433333,-44.766667
Clevelandia,14701,-26.4,-52.35
Coaraci,32345,-14.633333,-39.533333
Coari,50491,-4.109444,-63.138889
Cocal,12097,-3.466667,-41.566667
Codajas,11185,-3.833333,-62.083333
Codo,83289,-4.483333,-43.883333
Coelho Neto,36185,-4.25,-43
Coite do Noia,2529,-9.666667,-36.5
Colatina,101193,-19.533333,-40.616667
Colina,15042,-20.733333,-48.583333
Colinas,25159,-6.033333,-44.233333
Colombo,217002,-25.283333,-49.233333
Colonia Leopoldina,11914,-8.95,-35.65
Colorado,20449,-22.816667,-51.95
Conceicao da Barra,19310,-18.583333,-39.75
Conceicao da Feira,15838,-12.5,-39
Conceicao das Alagoas,16152,-19.916667,-48.383333
Conceicao do Almeida,9691,-12.8,-39.2
Conceicao do Araguaia,27116,-8.241111,-49.296111
Conceicao do Castelo,4538,-20.366667,-41.25
Conceicao do Coite,35172,-11.55,-39.266667
Conceicao do Mato Dentro,10708,-19.016667,-43.416667
Conceicao do Rio Verde,12402,-21.883333,-45.083333
Conchal,21351,-22.333333,-47.166667
Conchas,14301,-23.016667,-48
Concordia,55368,-27.233333,-52.016667
Condado,19585,-7.583333,-35.1
Conde,15565,-11.816667,-37.616667
Congonhas,48819,-20.5,-43.866667
Conselheiro Lafaiete,111598,-20.666667,-43.8
Conselheiro Pena,12735,-19.166667,-41.5
Contagem,627132,-19.916667,-44.1
Coracao de Jesus,12410,-16.684444,-44.360278
Coracao de Maria,6571,-12.233333,-38.75
Corbelia,12725,-24.8,-53.3
Cordeiro,15602,-22.033333,-42.366667
Cordeiropolis,25639,-22.483333,-47.466667
Coreau,12383,-3.55,-40.65
Coremas,11897,-7.016667,-37.966667
Corinto,22121,-18.35,-44.45
Cornelio Procopio,45031,-23.133333,-50.65
Coroata,34130,-4.133333,-44.133333
Coromandel,22648,-18.466667,-47.216667
Coronel Fabriciano,100918,-19.516667,-42.633333
Coronel Vivida,15841,-25.966667,-52.566667
Correia Pinto,13752,-27.583333,-50.4
Corrente,13967,-10.436111,-45.131111
Correntina,13187,-13.333333,-44.65
Corumba,96523,-19.016667,-57.65
Coruripe,31428,-10.133333,-36.166667
Cosmopolis,47773,-22.633333,-47.2
Costa Rica,12931,-23.416667,-54.65
Cotia,174832,-23.616667,-46.933333
Coxim,30216,-18.5,-54.75
Crateus,52934,-5.166667,-40.666667
Crato,88788,-7.233333,-39.383333
Cravinhos,32690,-21.316667,-47.75
Criciuma,161957,-28.666667,-49.383333
Cristalina,36532,-16.75,-47.6
Cristinapolis,6430,-11.483333,-37.766667
Crixas,11560,-14.45,-49.966667
Cruz Alta,65276,-28.65,-53.6
Cruz,8723,-2.95,-40.183333
Cruz das Almas,47846,-12.666667,-39.1
Cruz do Espirito Santo,5812,-7.133333,-35.1
Cruzeiro,72023,-22.566667,-44.966667
Cruzeiro do Oeste,15058,-23.766667,-53.066667
Cruzeiro do Sul,45517,-7.633333,-72.6
Cruzilia,12816,-21.833333,-44.8
Cubatao,118412,-23.883333,-46.416667
Cuiaba,521961,-15.583333,-56.083333
Cuite,11392,-6.483333,-36.15
Cumaru,6861,-8,-35.7
Cunha,11896,-23.083333,-44.966667
Cupira,19096,-8.616667,-35.95
Curaca,11858,-8.983333,-39.9
Curitiba,1718433,-25.416667,-49.25
Curitibanos,32142,-27.3,-50.6
Currais Novos,35561,-6.25,-36.516667
Curuca,10843,-.716667,-47.833333
Cururupu,22007,-1.833333,-44.866667
Curvelo,63955,-18.75,-44.416667
Custodia,18107,-8.116667,-37.65
Delmiro Gouveia,35260,-9.383333,-37.983333
Demerval Lobao,15285,-5.366667,-42.683333
Descalvado,26138,-21.9,-47.616667
Desterro,5374,-7.283333,-37.1
Diadema,390641,-23.7,-46.616667
Diamantina,37344,-18.25,-43.6
Diamantino,15700,-14.416667,-56.45
Dianopolis,12896,-11.700556,-46.743056
Divinopolis,193835,-20.15,-44.9
Dois Corregos,20975,-22.366667,-48.35
Dois Irmaos,28926,-29.583333,-51.083333
Dois Riachos,4565,-9.383333,-37.083333
Dois Vizinhos,22766,-25.783333,-53.083333
Domingos Martins,6061,-20.366667,-40.666667
Dom Pedrito,36912,-30.983333,-54.666667
Dom Pedro,15570,-4.483333,-44.45
Dona Ines,3709,-6.616667,-35.633333
Dores do Indaia,12859,-19.45,-45.6
Dourados,162206,-22.216667,-54.8
Dracena,37940,-21.533333,-51.483333
Duartina,11903,-22.4,-49.416667
Duque de Caxias,818339,-22.790321,-43.325009
Ecoporanga,13774,-18.383333,-40.833333
Edeia,9838,-17.3,-49.916667
Eirunepe,17175,-6.666667,-69.866667
