AccentCity,Population,Latitude,Longitude
Eldorado,9075,-23.783333,-54.316667
Elesbao Veloso,10430,-6.216667,-42.133333
Elias Fausto,12705,-23.033333,-47.383333
Eloi Mendes,19413,-21.616667,-45.566667
Embu,221737,-23.65,-46.85
Embu-Guacu,76311,-23.816667,-46.8
Encantado,16637,-29.25,-51.883333
Encruzilhada do Sul,17199,-30.533333,-52.516667
Encruzilhada,4711,-15.516667,-40.9
Engenheiro Beltrao,14955,-23.783333,-52.25
Entre Rios,27406,-11.933333,-38.083333
Envira,9957,-7.3,-70.216667
Erechim,96089,-27.633333,-52.283333
Escada,48084,-8.366667,-35.233333
Esmeraldas,103252,-19.75,-44.316667
Espera Feliz,13031,-20.65,-41.916667
Esperanca,18817,-7.016667,-35.85
Esperantina,21044,-3.9,-42.233333
Esperantinopolis,13167,-4.883333,-44.883333
Espinosa,17549,-14.933333,-42.833333
Espirito Santo do Pinhal,37449,-22.2,-46.75
Esplanada,18859,-11.783333,-37.95
Espumoso,10340,-28.733333,-52.85
Estancia,55655,-11.266667,-37.433333
Estancia Velha,40391,-29.65,-51.183333
Esteio,84903,-29.85,-51.166667
Estreito,17647,-5.783333,-43.25
Estrela,24200,-28.1,-50.983333
Euclides da Cunha,29739,-10.516667,-39.016667
Eusebio,37290,-3.9,-38.45
Extrema,13682,-22.85,-46.316667
Extremoz,17992,-5.7,-35.3
Exu,10875,-7.516667,-39.716667
Fagundes,5137,-7.35,-35.8
Farias Brito,11288,-6.916667,-39.566667
Farroupilha,57651,-29.233333,-51.35
Fartura,12405,-23.383333,-49.5
Faxinal,13464,-23.983333,-51.366667
Feijo,12951,-8.15,-70.35
Feira de Santana,481926,-12.25,-38.95
Feira Grande,3985,-9.85,-36.7
Feira Nova,12985,-7.933333,-35.35
Fernandopolis,61932,-20.266667,-50.233333
Ferraz de Vasconcelos,167904,-23.533333,-46.366667
Firminopolis,9084,-16.666667,-50.316667
Flexeiras,7783,-9.266667,-35.716667
Flores da Cunha,20522,-29.0287,-51.1822
Flores,11694,-7.85,-37.983333
Floresta,18100,-8.6,-38.566667
Florestopolis,13250,-22.866667,-51.4
Floriano,48588,-6.783333,-43.016667
Florianopolis,412731,-27.583333,-48.566667
Fonte Boa,16060,-2.533333,-66.016667
Formiga,56405,-20.45,-45.416667
Formosa do Rio Preto,14365,-11.046389,-45.059722
Formosa,81233,-15.533333,-47.333333
Formoso do Araguaia,14963,-11.796667,-49.466944
Forquilhinha,23021,-28.75,-49.466667
Fortaleza,2416920,-3.316667,-41.416667
Fortuna,9755,-5.683333,-44.066667
Foz do Iguacu,293526,-25.55,-54.583333
Franca,305047,-20.533333,-47.4
Francisco Beltrao,57618,-26.083333,-53.066667
Francisco Morato,171793,-23.279503,-46.746403
Francisco Sa,13997,-16.466667,-43.5
Franco da Rocha,108860,-23.324821,-46.718475
Frederico Westphalen,20896,-27.366667,-53.4
Frei Paulo,7047,-10.55,-37.533333
Frutal,40931,-20.033333,-48.916667
Fundao,12715,-19.916667,-40.4
Gameleira,19424,-8.583333,-35.4
Gandu,21566,-13.75,-39.5
Garanhuns,110087,-8.9,-36.483333
Gararu,2977,-9.966667,-37.083333
Garca,41303,-22.233333,-49.616667
Garibaldi,30364,-29.25,-51.533333
Gaspar,33659,-26.933333,-48.966667
General Salgado,8084,-20.65,-50.366667
Getulio Vargas,13695,-27.833333,-52.266667
Gilbues,4920,-9.838889,-45.353889
Girau do Ponciano,9606,-9.916667,-36.833333
Girua,12170,-28.033333,-54.35
Gloria do Goita,17374,-8.016667,-35.283333
Goiana,43981,-7.55,-34.983333
Goianapolis,10114,-16.5,-49.016667
Goianesia,47884,-15.3,-49.116667
Goiania,1171209,-16.666667,-49.266667
Goianinha,13434,-6.266667,-35.2
Goianira,22823,-16.5,-49.433333
Goias,19098,-15.933333,-50.133333
Goiatuba,25925,-18.016667,-49.366667
Governador Dix-Sept Rosado,6626,-5.466667,-37.516667
Governador Valadares,250882,-18.85,-41.933333
Grajau,30218,-5.816667,-46.133333
Gramado,26365,-29.4,-50.9
Granja,25880,-3.1,-40.833333
Grao Mogol,3278,-16.566667,-42.9
Gravata,61250,-8.2,-35.566667
Gravatai,238782,-29.9426,-50.9933
Guacui,19787,-20.766667,-41.683333
Guaiba,101026,-30.111111,-51.316667
Guaira,27611,-24.066667,-54.25
Guaira,34093,-20.316667,-48.3
Guaiuba,21822,-4.033333,-38.633333
Guajara,9776,-2.966667,-57.666667
Guajara-Mirim,34123,-10.8,-65.366667
Guanambi,58879,-14.216667,-42.783333
Guanhaes,23728,-18.783333,-42.95
Guapiacu,14065,-20.833333,-49.216667
Guapimirim,31202,-22.533333,-42.983333
Guapo,10075,-16.816667,-49.533333
Guapore,20050,-28.85,-51.9
Guarabira,43750,-6.85,-35.483333
Guaraciaba do Norte,18186,-4.166667,-40.766667
Guara,18263,-20.433333,-47.833333
Guaramirim,21422,-26.45,-49
Guaranesia,17437,-21.3,-46.8
Guaraniacu,7781,-25.1,-52.866667
Guarapari,100927,-20.666667,-40.5
Guarapuava,150851,-25.383333,-51.45
Guararapes,27558,-21.25,-50.633333
Guararema,23572,-23.4132,-46.0377
Guaratinga,9519,-16.566667,-39.566667
Guaratingueta,105882,-22.815156,-45.18923
Guaratuba,18906,-25.8804,-48.571
Guariba,30464,-21.35,-48.233333
Guaruja,310430,-24,-46.266667
Guarulhos,1169601,-23.45068,-46.526175
Guaxupe,47890,-21.3,-46.7
Guia Lopes da Laguna,9681,-21.433333,-56.116667
Guiratinga,10938,-16.35,-53.75
Gurinhem,5618,-7.133333,-35.45
Gurupa,6461,-1.416667,-51.65
Gurupi,64790,-11.7225,-49.012222
Hidrolandia,10299,-4.416667,-40.416667
Hidrolandia,7082,-16.966667,-49.233333
Horizonte,51181,-4.083333,-38.483333
Horizontina,14416,-27.616667,-54.316667
Hortolandia,203537,-22.85,-47.25
Humaita,31207,-7.516389,-63.022222
Humberto de Campos,5208,-2.616667,-43.45
Iaciara,9207,-14.15,-46.666667
Iacu,22665,-12.75,-40.216667
Ibaiti,25797,-23.8469,-50.1886
Ibateguara,8755,-8.983333,-35.866667
Ibate,29550,-21.95,-48
Ibatiba,12265,-20.233333,-41.516667
Ibia,18428,-19.483333,-46.533333
Ibiapina,9205,-3.916667,-40.9
Ibicarai,19575,-14.85,-39.6
Ibicui,10640,-14.85,-39.983333
Ibimirim,12272,-8.533333,-37.7
Ibipeba,14444,-11.633333,-42.033333
Ibipora,44791,-23.283333,-51.05
Ibiracu,8921,-19.833333,-40.366667
Ibirama,18360,-27.0546,-49.516
Ibirapitanga,7302,-14.15,-39.366667
Ibirataia,19943,-14.066667,-39.633333
Ibirite,141376,-20.033333,-44.066667
Ibiruba,14180,-28.633333,-53.1
Ibitinga,49075,-21.75,-48.816667
Ibiuna,22860,-23.654522,-47.218152
Ibotirama,17354,-12.183333,-43.216667
Icara,51455,-28.7,-49.3
Icatu,3648,-2.766667,-44.066667
Ico,28323,-6.4,-38.85
Iconha,5051,-20.8,-40.8
Igaci,6480,-9.55,-36.633333
Igaracu do Tiete,22758,-22.516667,-48.566667
Igarapava,29058,-20.05,-47.783333
Igarape-Acu,24136,-1.116667,-47.616667
Igarape,21427,-20.066667,-44.3
Igarape-Miri,26838,-1.983333,-48.966667
Igarassu,86458,-7.833333,-34.9
Igreja Nova,4606,-10.116667,-36.65
Igrejinha,28680,-29.566667,-50.8
Iguaba Grande,11104,-22.833333,-42.216667
Iguai,14218,-14.75,-40.066667
Iguape,23785,-24.716667,-47.55
Iguatemi,9619,-23.666667,-54.566667
Iguatu,70381,-6.366667,-39.3
Ijui,71203,-28.383333,-53.916667
Ilhabela,32903,-23.783333,-45.35
Ilheus,155503,-14.816667,-39.033333
Imaculada,4014,-7.366667,-37.5
Imbituba,43450,-28.233333,-48.666667
Imbituva,19671,-25.2,-50.583333
Imperatriz,218110,-5.533333,-47.483333
Indaial,44360,-26.8922,-49.2239
Indaiatuba,179914,-23.083333,-47.233333
Independencia,11113,-5.383333,-40.316667
Indiaroba,4989,-11.533333,-37.516667
Inga,8751,-7.283333,-35.6
Inhambupe,14735,-11.783333,-38.35
Inhapi,7550,-9.233333,-37.75
Inhapim,13594,-19.55,-42.116667
Inhuma,7056,-6.666667,-41.7
Inhumas,44058,-16.366667,-49.5
Ipaba,15971,-19.383333,-42.416667
Ipameri,18607,-17.716667,-48.15
Ipanema,11705,-19.783333,-41.733333
Ipanguacu,4624,-5.497778,-36.853333
Ipatinga,228750,-19.5,-42.533333
Ipaussu,10833,-23.05,-49.616667
Ipero,17161,-23.35,-47.683333
Ipiau,38763,-14.133333,-39.733333
Ipira,27218,-12.166667,-39.733333
Ipixuna,5814,-7.051667,-71.693056
Ipojuca,53365,-8.4,-35.066667
Ipora,10353,-23.983333,-53.616667
Ipora,28254,-16.466667,-51.116667
Ipua,12370,-20.45,-48.033333
Ipubi,16424,-7.65,-40.116667
Ipueiras,17111,-7.033333,-40.45
Ipu,26679,-4.333333,-40.7
Iracemapolis,16796,-22.583333,-47.533333
Iranduba,11181,-3.25,-60.1
Iraquara,5131,-12.25,-41.6
Irara,9099,-12.033333,-38.766667
Irati,45831,-25.4735,-50.6524
Iraucuba,13282,-3.75,-39.783333
Irece,63628,-11.3,-41.866667
Irituia,5602,-1.766667,-47.433333
Irupi,3505,-20.35,-41.633333
Itabaiana,19101,-7.333333,-35.333333
Itabaiana,63889,-10.683333,-37.433333
Itabaianinha,17149,-11.266667,-37.783333
Itaberaba,47303,-12.533333,-40.3
Itaberai,22130,-16.033333,-49.8
Itabera,11098,-23.85,-49.15
Itabira,99498,-19.616667,-43.216667
Itabirito,39453,-20.2484,-43.8063
Itaborai,182500,-22.75,-42.866667
Itabuna,205666,-14.8,-39.266667
Itacarambi,13084,-15.016667,-44.05
Itacare,12490,-14.3,-39
Itacoatiara,45995,-3.05,-58.433333
Itagiba,9843,-14.283333,-39.85
Itagi,10534,-14.166667,-40.016667
Itaguacu,8202,-19.8,-40.85
Itaguai,100756,-22.870755,-43.773821
Itaiba,13870,-8.95,-37.416667
Itai,22305,-23.4,-49.1
Itainopolis,2922,-7.4,-41.516667
Itaitinga,30939,-3.966667,-38.516667
Itaituba,64758,-4.216667,-56.016667
Itajai,155719,-26.883333,-48.65
Itajobi,12231,-21.316667,-49.066667
Itajuba,81871,-22.433333,-45.45
Itajuipe,15517,-14.683333,-39.366667
Itamaraca,14969,-7.75,-34.833333
Itamaraju,47630,-17.066667,-39.533333
Itamarandiba,18064,-17.85,-42.85
Itambacuri,14652,-18.016667,-41.7
Itambe,23559,-15.25,-40.616667
Itanhaem,90387,-24.183333,-46.783333
Itanhandu,11274,-22.3,-44.95
Itanhem,13517,-17.15,-40.333333
Itaobim,15938,-16.566667,-41.833333
Itaocara,16763,-21.683333,-42.066667
Itapaci,16118,-14.95,-49.566667
Itapage,32043,-3.683333,-39.566667
Itaparica,20101,-12.9,-38.7
Itapecerica da Serra,151608,-23.716667,-46.833333
Itapecerica,16684,-20.466667,-45.116667
Itapema,36766,-27.099167,-48.615
Itapemirim,17536,-21.016667,-40.833333
Itaperucu,26552,-25.2,-49.366667
Itaperuna,84436,-21.2,-41.9
Itapetinga,59723,-15.25,-40.25
Itapetininga,126245,-23.6,-48.05
Itapeva,62958,-23.966667,-48.866667
Itapevi,201752,-23.55,-46.933333
Itapicuru,4994,-11.316667,-38.25
Itapipoca,55785,-3.5,-39.583333
Itapira,61608,-22.433333,-46.833333
Itapirapua,7923,-15.866667,-50.6
Itapissuma,16674,-7.766667,-34.9
Itapolis,34553,-21.583333,-48.766667
Itapora,12327,-22.016667,-54.9
Itaporanga,15890,-7.3,-38.166667
Itaporanga,10202,-23.7,-49.483333
Itapui,10445,-22.233333,-48.683333
Itapuranga,19709,-15.583333,-49.983333
Itaquaquecetuba,336686,-23.483333,-46.35
Itaqui,34631,-29.133333,-56.55
Itaquitinga,11128,-7.666667,-35.1
Itarana,4060,-19.85,-40.866667
Itarantim,12370,-15.65,-40.05
Itarare,44810,-24.116667,-49.333333
Itarema,10330,-2.9,-39.966667
Itatiaia,12571,-22.5,-44.566667
Itatiba,67935,-23,-46.85
Itatinga,15696,-23.116667,-48.6
Itatuba,4951,-7.383333,-35.65
Itau de Minas,14888,-20.716667,-46.75
Itaueira,5146,-7.6,-43.033333
Itauna,77402,-20.066667,-44.566667
Itinga,4917,-16.6,-41.783333
Itirapina,13229,-22.25,-47.816667
Itirucu,11499,-13.516667,-40.15
Itiuba,9410,-10.716667,-39.85
Itororo,17325,-15.116667,-40.1
Ituacu,4891,-13.816667,-41.3
Itubera,19888,-13.733333,-39.15
Itu,137589,-23.266667,-47.316667
Ituiutaba,85346,-18.966667,-49.466667
Itumbiara,79583,-18.416667,-49.216667
Itupeva,25183,-17.416667,-40.483333
Itupiranga,21301,-5.15,-49.333333
Ituporanga,13038,-27.416667,-49.6
Iturama,29805,-19.733333,-50.183333
Ituverava,36998,-20.333333,-47.783333
Iuna,14290,-20.35,-41.533333
Ivaipora,23316,-24.25,-51.75
Ivoti,18172,-29.6,-51.166667
Jaboatao,702632,-8.116667,-35.016667
Jaboticabal,69396,-21.266667,-48.316667
Jacarau,7035,-6.666667,-35.3
Jacareacanga,1402,-6.266667,-57.65
Jacarei,213114,-23.316667,-45.966667
Jacarezinho,35090,-23.171382,-49.991453
Jaciara,22739,-15.983333,-54.95
Jacobina,47639,-11.183333,-40.516667
Jacupiranga,11149,-24.700034,-48.004445
Jacutinga,18470,-22.283333,-46.616667
Jaguaquara,41499,-13.533333,-39.966667
Jaguarao,29613,-32.566667,-53.383333
Jaguarari,22617,-10.266667,-40.2
Jaguariaiva,30627,-24.25,-49.7
Jaguaribe,23066,-5.883333,-38.616667
Jaguariuna,31718,-22.683333,-46.983333
Jaguaruana,21791,-4.833333,-37.783333
Jaguaruna,11650,-28.6,-49.033333
Jaicos,7107,-7.35,-41.133333
Jales,43832,-20.266667,-50.55
Janauba,56573,-15.8,-43.316667
Jandaia do Sul,17507,-23.6,-51.65
Jandira,113607,-23.516667,-46.9
Januaria,34812,-15.483333,-44.366667
Japaratuba,8092,-10.583333,-36.95
Japeri,95102,-22.648889,-43.658611
Japoata,4207,-10.333333,-36.8
Japura,1908,-1.395833,-69.422222
Jaragua do Sul,130132,-26.483333,-49.066667
Jaragua,30410,-15.75,-49.333333
Jardim de Piranhas,10935,-6.366667,-37.333333
Jardim do Serido,9520,-6.583333,-36.766667
Jardim,7189,-3.433333,-39.016667
Jardim,23781,-21.466667,-56.15
Jardinopolis,34719,-21.033333,-47.766667
Jarinu,17905,-23.103333,-46.728056
Jaru,28018,-10.433333,-62.45
Jatai,76548,-17.883333,-51.716667
Jataizinho,10014,-23.216667,-50.966667
Jau,119209,-22.3,-48.55
Jequie,127479,-13.85,-40.083333
Jequitinhonha,15463,-16.433333,-41
Jeremoabo,16642,-10.066667,-38.35
Jeronimo Monteiro,6902,-20.783333,-41.4
Ji-Parana,100128,-10.833333,-61.966667
Jitauna,11619,-14.016667,-39.95
Joacaba,23516,-27.166667,-51.5
Joaima,9022,-16.65,-41.033333
Joanopolis,11772,-22.933333,-46.283333
Joao Alfredo,11334,-7.866667,-35.583333
Joao Camara,19886,-5.533333,-35.8
Joao Monlevade,72763,-19.833333,-43.133333
Joao Neiva,10383,-19.75,-40.4
Joao Pessoa,650896,-7.116667,-34.866667
Joao Pinheiro,28083,-17.75,-46.166667
Joaquim Gomes,14808,-9.2,-35.716667
Joaquim Nabuco,9965,-8.616667,-35.533333
Joinville,461312,-26.3,-48.833333
Jose Bonifacio,27828,-21.05,-49.683333
Jose de Freitas,21433,-4.75,-42.583333
Juatuba,24551,-19.95,-44.333333
Juazeirinho,8846,-6.816667,-38.05
Juazeiro do Norte,225234,-7.2,-39.333333
Juazeiro,137807,-9.5,-40.5
Jucas,14822,-6.533333,-39.533333
Jucurutu,11535,-6.033333,-37.016667
Juiz de Fora,470201,-21.751667,-43.352778
Julio de Castilhos,16487,-29.233333,-53.683333
Jundiai,321595,-23.183333,-46.866667
Jundia,2267,-8.933333,-35.566667
Junqueiro,7740,-9.933333,-36.483333
Junqueiropolis,13965,-21.533333,-51.433333
Juquia,13497,-24.316667,-47.633333
Juquitiba,13961,-23.927482,-47.069543
Juripiranga,8320,-7.366667,-35.233333
Juru,3796,-7.533333,-37.816667
Juruti,13333,-2.166667,-56.066667
Jussara,16374,-23.6,-52.466667
Jutai,5863,-5.183333,-68.9
Labrea,19624,-7.266667,-64.783333
Ladario,15790,-19.016667,-57.583333
Lagarto,45446,-10.9,-37.683333
Lages,164679,-27.8,-50.316667
Lagoa da Canoa,13428,-9.816667,-36.766667
Lagoa da Prata,43119,-20.016667,-45.55
Lagoa do Itaenga,17719,-7.916667,-35.333333
Lagoa Formosa,11822,-18.783333,-46.4
Lagoa Nova,5984,-6.1,-36.483333
Lagoa Santa,38487,-19.633333,-43.883333
Lagoa Seca,8103,-7.15,-35.85
Lagoa Vermelha,24446,-28.216667,-51.533333
Lago da Pedra,25996,-4.333333,-45.166667
Laguna,39712,-28.483333,-48.783333
Lajeado,65408,-29.45,-51.966667
Lajedo,25262,-8.383333,-36.55
Laje,4708,-10.183333,-40.966667
Lambari,14516,-21.966667,-45.35
Lapa,25621,-25.765833,-49.717778
Lapao,11253,-11.4,-41.833333
Laranja da Terra,3016,-19.9,-41.066667
Laranjal Paulista,21264,-23.048726,-47.835968
Laranjeiras do Sul,18425,-25.416667,-52.416667
Laranjeiras,23251,-10.8,-37.166667
Lauro Muller,10036,-28.4,-49.383333
Lavras da Mangabeira,17221,-6.75,-38.95
Lavras,81474,-21.233333,-45
Leme,81211,-22.2,-47.4
Lencois Paulista,57376,-22.6,-48.783333
Leopoldina,46743,-21.533333,-42.633333
Lima Duarte,13480,-21.85,-43.8
Limeira,289671,-22.561667,-47.402778
Limoeiro de Anadia,2770,-9.733333,-36.516667
Limoeiro do Ajuru,4109,-1.916667,-49.383333
Limoeiro do Norte,29450,-5.133333,-38.083333
Limoeiro,42329,-7.866667,-35.45
Linhares,105084,-19.416667,-40.066667
Lins,69452,-21.666667,-49.75
Livramento,19914,-13.65,-41.833333
Loanda,18233,-22.9,-53.166667
Londrina,471836,-23.3,-51.15
Lorena,76507,-22.733333,-45.133333
Louveira,31098,-23.066667,-46.966667
Lucelia,14807,-21.733333,-51.016667
Luis Correia,11480,-2.883611,-41.666111
Luziania,143601,-16.25,-47.933333
Luzilandia,12999,-3.466667,-42.366667
Luz,14396,-19.8,-45.666667
Macae,143031,-22.383333,-41.783333
Macaiba,40016,-5.716667,-35.55
Macapa,338937,.033333,-51.05
Macaparana,14363,-7.566667,-35.45
Macatuba,16180,-22.516667,-48.683333
Macaubas,14598,-13.033333,-42.7
Macau,18070,-5.116667,-36.633333
Maceio,955010,-9.666667,-35.716667
Machado,33003,-21.683333,-45.933333
Madre de Deus,14887,-12.733333,-38.616667
Mafra,40081,-26.1181,-49.8023
Mage,216342,-22.655556,-43.015278
Mairi,13475,-11.716667,-40.133333
Mairinque,44457,-23.544368,-47.183467
Mairipora,54417,-23.322628,-46.586935
Major Isidoro,8507,-9.533333,-37
Malacacheta,8820,-17.833333,-42.083333
Malhador,5574,-10.65,-37.3
Mamanguape,27607,-6.833333,-35.116667
Manacapuru,52460,-3.3,-60.616667
Manaira,4913,-7.7,-38.166667
Manaquiri,9986,-3.316667,-60.35
Manaus,1598227,-3.113333,-60.025278
Mancio Lima,7086,-7.616667,-72.9
Mandaguacu,14866,-23.333333,-52.083333
Mandaguari,38239,-23.533333,-51.7
Manga,11733,-14.766667,-43.933333
Mangaratiba,27023,-22.9609,-44.0402
Manhuacu,54608,-20.25,-42.033333
Manhumirim,15544,-20.366667,-41.95
Manicore,14058,-5.812222,-61.2975
Manoel Urbano,4066,-8.883333,-69.3
Mantena,18715,-18.783333,-40.983333
Mantenopolis,8547,-18.883333,-41.1
Maraa,4387,-1.833333,-65.366667
Maraba,145865,-5.35,-49.116667
Maracacume,14164,-2.05,-45.933333
Maracai,11960,-22.6,-50.65
Maracaju,22690,-21.633333,-55.15
Maracana,12683,-.766667,-47.45
Maracanau,193532,-3.866667,-38.633333
Maracas,22050,-13.433333,-40.45
Maragogi,16066,-9.016667,-35.216667
Maragogipe,20921,-12.766667,-38.916667
Maraial,14204,-8.783333,-35.833333
Marapanim,10236,-.7,-47.7
Marataizes,25397,-21.033333,-40.833333
Marau,2956,-14.1,-39
Marau,26860,-28.45,-52.2
Maravilha,13865,-26.783333,-53.15
Marco,14502,-3.133333,-40.15
Mar de Espanha,9678,-21.865833,-43.009722
Marechal Candido Rondon,43028,-24.566667,-54.066667
Marechal Deodoro,50579,-9.716667,-35.9
Marechal Floriano,5869,-20.416667,-40.666667
Marialva,26001,-23.466667,-51.7
Mariana,45237,-20.383333,-43.416667
Maribondo,10475,-9.583333,-36.233333
Marica,79552,-22.916667,-42.816667
Marilandia,3900,-19.416667,-40.516667
Marilia,212222,-22.216667,-49.933333
Mari,17535,-7.083333,-35.333333
Maringa,311727,-23.416667,-51.916667
Martinho Campos,9198,-19.333333,-45.216667
Martinopolis,18488,-22.183333,-51.2
Maruim,12153,-10.75,-37.083333
Mascote,18899,-15.55,-39.283333
Massape,22193,-3.516667,-40.316667
Massaranduba,3153,-7.183333,-35.766667
Mata de Sao Joao,26680,-12.516667,-38.283333
Mata Grande,4654,-9.111667,-37.7
Matao,72469,-21.583333,-48.366667
Matelandia,10816,-25.2413,-53.983
Mateus Leme,24890,-19.983333,-44.416667
Matias Barbosa,12072,-21.869722,-43.318611
Matias Olimpio,4012,-3.716667,-42.55
Matinha,6851,-3.1,-45.033333
Matinhos,32008,-25.816667,-48.533333
Matipo,12997,-20.283333,-42.35
Mato Verde,7783,-15.383333,-42.866667
Matozinhos,30844,-19.583333,-44.116667
Matriz de Camaragibe,18705,-9.15,-35.516667
Maua,386077,-23.666667,-46.45
Maues,22476,-3.4,-57.7
Mauriti,20064,-7.383333,-38.766667
Mazagao,6500,-.116667,-51.283333
Medeiros Neto,15255,-17.333333,-40.233333
Medianeira,34069,-25.283333,-54.083333
Medina,14686,-16.25,-41.483333
Mendes,17308,-22.526111,-43.724722
Messias,12376,-9.416667,-35.833333
Miguel Alves,10439,-4.166667,-42.9
Miguel Calmon,13748,-11.433333,-40.6
Miguelopolis,18262,-20.2,-48.05
Miguel Pereira,23850,-22.452778,-43.476389
Milagres,12588,-7.283333,-38.95
Mimoso do Sul,14045,-21.066667,-41.366667
Minador do Negrao,1986,-9.333333,-36.866667
Minas Novas,7365,-17.25,-42.6
Mineiros,38951,-17.566667,-52.566667
Mirabela,8934,-16.258056,-44.159167
Miracatu,11679,-24.283333,-47.466667
Miracema do Tocantins,29181,-9.529167,-48.319722
Miracema,26684,-21.416667,-42.183333
Mirador,6955,-6.366667,-44.366667
Mirai,8500,-21.2,-42.616667
Miranda,13189,-20.233333,-56.366667
Mirandopolis,23379,-21.15,-51.1
Miranorte,12446,-9.476667,-48.480278
Mirante do Paranapanema,9387,-22.283333,-51.9
Mirassol,51559,-20.766667,-49.466667
Missao Velha,13106,-7.25,-39.133333
Mocajuba,16567,-2.583333,-49.5
Mococa,59656,-21.466667,-47.016667
Mogeiro,4767,-7.3,-35.466667
Moita Bonita,3602,-10.583333,-37.366667
Moji das Cruzes,325753,-23.516667,-46.183333
Moji-Mirim,78245,-22.433333,-46.95
Moju,21511,-1.883333,-48.766667
Mombaca,17065,-5.75,-39.633333
Moncao,11051,-3.5,-45.25
Mongagua,45931,-24.1,-46.616667
Monsenhor Gil,4751,-5.583333,-42.616667
Montanha,11934,-18.133333,-40.35
Montanhas,8442,-6.483333,-35.3
Monte Alegre de Minas,12451,-18.866667,-48.866667
Monte Alegre de Sergipe,6816,-10.033333,-37.55
Monte Alegre,22841,-2.016667,-54.066667
Monte Alegre,6643,-5.889722,-36.301389
Monte Alto,41894,-21.283333,-48.483333
Monte Aprazivel,16308,-20.75,-49.7
Monte Azul,11222,-15.15,-42.883333
Monte Azul Paulista,18117,-20.916667,-48.633333
Monte Carmelo,44041,-18.716667,-47.483333
Monteiro,17727,-7.883333,-37.116667
Monte Mor,40291,-22.95,-47.333333
Montenegro,54058,-29.7,-51.466667
Montes Altos,3518,-5.833333,-47.066667
Monte Santo de Minas,16617,-21.2,-46.983333
Monte Santo,7398,-10.433333,-39.333333
Montes Claros,332384,-16.716667,-43.866667
Monte Siao,11090,-22.433333,-46.566667
Morada Nova,37390,-5.116667,-38.383333
Moreira Sales,8699,-24.016667,-53.05
Moreno,45238,-8.116667,-35.1
Morrinhos,34144,-17.733333,-49.116667
Morro Agudo,25266,-20.733333,-48.066667
Morro da Fumaca,13952,-28.666667,-49.2
Morros,4829,-9.446667,-46.300278
Mossoro,202010,-5.191389,-37.344722
Mozarlandia,11252,-14.783333,-50.583333
Muana,7464,-1.533333,-49.216667
Mucurici,9524,-18.1,-40.516667
Mucuri,26823,-18.083333,-39.566667
Mulungu,4181,-7.033333,-35.466667
Mundo Novo,11912,-11.866667,-40.466667
Muniz Freire,8312,-20.466667,-41.416667
Muqui,8614,-20.95,-41.3
Muriae,91174,-21.133333,-42.366667
Murici,20420,-9.316667,-35.933333
Muritiba,22388,-12.916667,-39.25
Mutuipe,10016,-13.25,-39.516667
Mutum,12582,-19.816667,-41.433333
Muzambinho,16254,-21.366667,-46.533333
Nanuque,37825,-17.833333,-40.35
Nao-Me-Toque,12556,-28.466667,-52.816667
Natal,763057,-5.783333,-35.216667
Natividade,12014,-21.05,-41.983333
Natuba,3333,-7.633333,-35.566667
Navegantes,47782,-26.9,-48.65
Navirai,36453,-23.133333,-54.216667
Nazare da Mata,26485,-7.733333,-35.233333
Nazare,25604,-13.033333,-39
Neopolis,12422,-10.3,-36.583333
Nepomuceno,18911,-21.233333,-45.25
Neropolis,21870,-16.416667,-49.233333
Nhamunda,7772,-2.233333,-56.716667
